pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2951	There is no woman penciling on eyeshadow	A woman is putting cosmetics on her eyelid	3.2	NEUTRAL
2952	The woman is penciling on eyeshadow	A woman is applying cosmetics to her eyelid	4.7	ENTAILMENT
2955	A man is eating a banana	A banana is being eaten by a man	4.8	ENTAILMENT
2957	The man is absently eating a banana by a tree	The man is eating a banana by a tree	4.5	ENTAILMENT
2958	The man is not eating a banana by a tree	The man is eating a banana by a tree	3.4	CONTRADICTION
2959	The man is absently eating a banana by a tree	A man is eating a banana	3.8	ENTAILMENT
2960	A man is eating a banana	The man is not eating a banana by a tree	4	NEUTRAL
2961	The man is eating a banana by a tree	A banana is being eaten by a man	4.7	ENTAILMENT
2964	A big green ball is knocking a potato	A ball, which is green and big, is knocking a potato	4.9	ENTAILMENT
2966	A big potato is knocking a green ball	A big green ball is knocking a potato	3.5	NEUTRAL
2969	A large green colored ball is hitting a potato	A big green ball is knocking a potato	4.7	ENTAILMENT
2970	A big green ball is knocking a potato	A large green ball is missing a potato	3.5	NEUTRAL
2971	A ball, which is green and big, is knocking a potato	A large green ball is hitting a potato	4.6	ENTAILMENT
2974	A large green ball is hitting a potato	A big green ball is knocking a potato	4.8	ENTAILMENT
2976	Different teams are playing football on a field	Different teams are resting on a field	3.4	NEUTRAL
2977	Different teams are playing football on a field	Different football players are teaming on a field	3.9	ENTAILMENT
2980	Two teams are enthusiastically playing soccer	Different teams are playing football on a field	3.8	ENTAILMENT
2981	Different teams are playing football on a field	There is no team playing soccer	3.4	NEUTRAL
2983	Two teams are playing soccer	Different teams are resting on a field	2.8	NEUTRAL
2984	Two teams are playing soccer	Different football players are teaming on a field	2.8	NEUTRAL
2988	A boy is comfortably sitting in a room and playing a piano by a lamp	A boy is sitting in a room and playing a piano by lamp light	4.1	ENTAILMENT
2989	A boy is standing in a room by a lamp light	A boy is sitting in a room and playing a piano by lamp light	3.7	NEUTRAL
2992	A boy is practicing the keyboard	A boy is sitting in a room and playing a piano by lamp light	3.5	NEUTRAL
2994	A boy is sitting in a room and playing a piano by lamp light	A boy is playing a keyboard	4	ENTAILMENT
2997	A woman is playing an electric guitar	A woman is playing a guitar which is electric	5	ENTAILMENT
2998	There is no woman playing an electric guitar	A woman is playing an electric guitar	4.2	CONTRADICTION
3005	There is no man in a suit standing at a microphone and singing	A man in a suit is standing at a microphone and singing	3.1	CONTRADICTION
3007	The man on stage is singing into the microphone	The man on stage isn't singing into the microphone	3.5	CONTRADICTION
3010	The man on stage isn't singing into the microphone	A man in a suit is standing at a microphone and singing	3.3	NEUTRAL
3014	A man in a suit is standing at a microphone and singing	The man on stage is singing into the microphone	4.3	ENTAILMENT
3015	Some teenage girls are dancing for the camera	Some girls in their teens are dancing for the camera	4.6	ENTAILMENT
3016	Some teenage girls are dancing for the camera	Some teenage girls are standing still in front of the camera	3.5	NEUTRAL
3018	Three teenage girls are dancing in the room	Three teenage girls are idling in the room	3.5	NEUTRAL
3019	Three young girls are dancing in the room	Some teenage girls are dancing for the camera	3.7	NEUTRAL
3022	Three teenage girls are dancing in the room	Some teenage girls are standing still in front of the camera	2.1	NEUTRAL
3024	A few children are jumping on a trampoline	Some children are jumping on a trampoline	4.6	ENTAILMENT
3027	Two boy are playing on a trampoline	Nobody is playing on a trampoline	3.8	CONTRADICTION
3031	Some children are jumping off a trampoline	Two boy are playing on a trampoline	4.1	NEUTRAL
3038	The dog is playing with a plastic container	The puppy is not playing with a plastic container	3.8	CONTRADICTION
3039	The puppy is playing with a plastic container	The dog is playing with a plastic container	4.4	ENTAILMENT
3041	The puppy is playing with a plastic container	The dog is playing with a plastic container	4.4	ENTAILMENT
3042	A man is athletically jumping a wall	A man is jumping a wall	4.5	ENTAILMENT
3043	A man is jumping a wall	A man is standing in front of a wall	3.1	NEUTRAL
3046	A man is jumping a wall	A man is jumping onto a wall which is low	3.7	NEUTRAL
3047	A man is jumping off a low wall	A man is jumping a wall	4.2	ENTAILMENT
3049	A man is jumping onto a low wall	A man is standing in front of a wall	3	NEUTRAL
3050	A man is jumping onto a low wall	A man is jumping a wall	4.4	NEUTRAL
3054	A man is pouring oil into a skillet	A man is taking the oil out off a skillet	3.1	CONTRADICTION
3059	A man is pouring oil into a pan	A man is pouring oil into a skillet	4.5	ENTAILMENT
3062	A man is talking to the woman who is seated beside him and is driving a car	A woman is driving a car and is talking to the man who is seated beside her	4.3	ENTAILMENT
3065	A woman is driving a car and is talking to the man who is seated beside her	The woman and the man are travelling by automobile	4.2	ENTAILMENT
3068	There is no woman driving a car and talking to the man seated beside her	The woman and the man are travelling by car	3.8	ENTAILMENT
3069	A man is talking to the woman who is seated beside him and is driving a car	The woman and the man are travelling by car	4.2	ENTAILMENT
3071	The person is brushing a cat	A person is brushing a cat	5	ENTAILMENT
3072	A person is brushing a cat	Nobody is brushing a cat	3.6	CONTRADICTION
3073	A person is combing the fur of a cat	The fur of a cat is being combed by a person	4.9	ENTAILMENT
3079	A person is brushing a cat	A person is combing the fur of a cat	4.6	ENTAILMENT
3081	A woman is chopping broccoli	A woman is storing broccoli	3.9	NEUTRAL
3085	A woman is chopping broccoli	The woman is not chopping garlic	3.1	NEUTRAL
3091	Three men are dancing	A few men are dancing	4.5	ENTAILMENT
3092	Three men are dancing	The men are not dancing	3.6	CONTRADICTION
3094	Some women are dancing	The men are not dancing	3	NEUTRAL
3097	Three men are dancing	Some women are dancing	3.5	NEUTRAL
3100	A man is flooring a sitting guitar player	A man is sitting on the floor and is playing a guitar	3.4	NEUTRAL
3102	The man is pacing around a room	A man is sitting on the floor in a room and strumming a guitar	2.5	NEUTRAL
3110	There is no man eating some food	A man is eating some food	3.3	CONTRADICTION
3111	The man is eating	The person is eating	4.4	ENTAILMENT
3114	A man is eating some food	The man is fasting	4.2	CONTRADICTION
3121	There is no woman using an eye pencil and applying eye liner to her eyelid	A woman is using an eye pencil and is applying eye liner to her eyelid	3.8	CONTRADICTION
3126	A woman is using an eye pencil and is applying eye liner to her eyelid	A woman is applying cosmetics to her eyelid	4.4	ENTAILMENT
3129	A baby is sneezing and scaring another baby	A baby is sneezing and frightening another baby	4.9	ENTAILMENT
3130	A baby is sneezing and scaring another baby	A baby is cheering another baby	3.3	NEUTRAL
3132	A baby is crawling happily	A baby is cheering another baby	2.7	NEUTRAL
3134	A baby is sitting	A baby is sneezing and scaring another baby	2.8	NEUTRAL
3140	The monkey isn't practicing martial arts	The monkey is practicing martial arts	3.5	CONTRADICTION
3150	A man is performing tricks with a soccer ball	A man is running away from the soccer ball	3.1	NEUTRAL
3153	A man is performing tricks with a soccer ball	A man is powerfully kicking a soccer ball	3.9	NEUTRAL
3156	A man is cutting a box	A box is being cut by a man	4.9	ENTAILMENT
3157	A man is cutting a box	There is no man cutting a box	3.9	CONTRADICTION
3158	The man is cutting the tape on the box	A man is cutting the tape on the box	5	ENTAILMENT
3161	A man is cutting the tape on the box	A man is cutting a box	3.9	NEUTRAL
3162	The man is not cutting the tape on the box	A man is cutting a box	3.1	NEUTRAL
3164	A box is being cut by a man	The man is cutting the tape on the box	3.4	NEUTRAL
3165	The man is cutting the tape on the box	There is no man cutting a box	3.7	NEUTRAL
3166	A man is cutting a box	The man is cutting the tape on the box	3.7	NEUTRAL
3170	There is no young boy playing a wind instrument	A young boy is playing a wind instrument	4.3	CONTRADICTION
3182	A man is slowly trekking in the woods	The man is hiking in the woods	4.5	ENTAILMENT
3186	A man is slicing a tomato	There is no man slicing a tomato	3	CONTRADICTION
3187	A woman is slicing a carrot	A woman is cutting a carrot	4.9	ENTAILMENT
3188	A woman is putting away a carrot	A woman is slicing a carrot	3.9	NEUTRAL
3192	A woman is slicing a carrot	There is no man slicing a tomato	2.1	NEUTRAL
3200	The woman is stirring meat in a bowl	A lady is mixing a mixture of meat in a bowl	4.7	ENTAILMENT
3201	The woman is stirring meat in a bowl	There is no lady mixing a meat mixture in a bowl	4.1	CONTRADICTION
3202	A lady is mixing a meat mixture in a bowl	The woman is stirring meat in a bowl	4.6	ENTAILMENT
3203	A lemon is being squeezed by a woman	A woman is squeezing a lemon	4.9	ENTAILMENT
3208	There is no woman squeezing juice out of a lemon	A woman is squeezing a lemon	3.7	CONTRADICTION
3213	A kitten is getting bored	A kitten is playing with a blue rope toy	2.6	NEUTRAL
3214	The little cat is playing with a toy	The kitten is playing with a toy	4.8	ENTAILMENT
3217	A kitten is playing with a blue rope toy	The kitten is not playing with a toy	4	CONTRADICTION
3218	A kitten is playing with a toy made of blue rope	The kitten is playing with a toy	4.6	ENTAILMENT
3221	A boy is fearfully walking across a bridge	A boy is walking across a bridge	4.7	ENTAILMENT
3223	A man is walking slowly across a rope bridge	A man is walking slowly across a bridge made of rope	4.9	ENTAILMENT
3224	A man is being stopped on a rope bridge	A man is walking slowly across a rope bridge	3.8	NEUTRAL
3227	A man is walking slowly across a rope bridge	A boy is fearfully walking across a bridge	3.4	NEUTRAL
3228	There is no boy walking across a bridge	A man is walking slowly across a rope bridge	2.7	NEUTRAL
3230	A boy is hanging a fishing rod and running in front of a fish 	A boy is hanging a rod for fishing and running in front of a fish	5	ENTAILMENT
3232	A boy is running away from the fishing line	A young man is running away from the fishing line	4.1	NEUTRAL
3238	A boy is running away from the fishing line	A boy is hanging a fishing rod and running in front of a fish 	3.6	NEUTRAL
3242	An animal is resting	An animal is running in circles	3.3	NEUTRAL
3243	A squirrel is running in circles	An animal is running tiredly in circles	3.9	NEUTRAL
3248	A woman is boiling eggs	Eggs are being boiled by a woman	4.9	ENTAILMENT
3252	A woman is putting two eggs into a pot of water	A woman is boiling eggs	4.2	NEUTRAL
3253	A woman is taking two eggs out of a pot of water	A woman is boiling eggs	3.9	NEUTRAL
3254	Eggs are being boiled by a woman	A woman is placing two eggs into a pot of water	4.1	NEUTRAL
3255	A woman is placing two eggs into a pot of water	A woman is drying eggs	3.5	NEUTRAL
3256	A woman is placing two eggs into a pot of water	A woman is boiling eggs	4.2	ENTAILMENT
3257	A man is playing the guitar	The man is playing the guitar	5	ENTAILMENT
3260	A man is playing the guitar	A man is dropping the guitar	3.2	NEUTRAL
3261	A man is playing the guitar	A guitar is being played by a man	5	ENTAILMENT
3262	A man is playing the guitar	A man is dropping the guitar	3.3	NEUTRAL
3264	A man is playing the guitar	Nobody is playing the guitar	3.7	CONTRADICTION
3271	The soccer player is not kicking the ball between somebody's legs	A person is kicking a soccer ball between their feet	3.1	NEUTRAL
3272	The soccer player is kicking the ball between somebody's legs	A person is kicking a ball for a soccer game between somebody's feet	4.2	ENTAILMENT
3273	There is no person kicking a soccer ball between somebody's feet	The soccer player is kicking the ball between somebody's legs	3.8	CONTRADICTION
3274	The soccer player is kicking the ball between somebody's legs	A person is kicking a soccer ball between their feet	3.9	NEUTRAL
3277	The boy, who is young, is running through the ocean waves	The young boy is running through the ocean waves	5	ENTAILMENT
3278	The young boy is running through the ocean waves	The young boy is not running through the ocean waves	3.8	CONTRADICTION
3280	The boy, who is young, is running through the ocean waves	A child is running in and out of the ocean waves	4.4	ENTAILMENT
3281	A child is running in and out of the ocean waves	The young boy is not running through the ocean waves	3.6	NEUTRAL
3283	The young boy is running through the ocean waves	A child is running in and out of the waves of the ocean	4.5	ENTAILMENT
3285	The young boy is running through the ocean waves	A child is running in and out of the ocean waves	4	ENTAILMENT
3286	A woman is coating a pork chop	A cook is coating a pork chop	4.3	ENTAILMENT
3287	A woman is coating a pork chop	There is no woman coating a pork chop	3.7	CONTRADICTION
3288	A woman is grating carrots	Carrots are being grated by a woman	5	ENTAILMENT
3294	A woman is grating carrots	A woman is coating a pork chop	2	NEUTRAL
3298	The man and woman are strolling	The man and woman are walking	4.5	ENTAILMENT
3299	The man and woman are not walking	The man and woman are walking	2.8	CONTRADICTION
3303	A man and a woman are standing still in the woods	The man and woman are walking	3.2	NEUTRAL
3304	A man is walking a woman through the woods	The man and woman are walking	4	ENTAILMENT
